form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00053553,SB23.54,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,PO BOX 1836,,LA CROSSE,WI,54602,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00742007,,H0WI03175,VAN ORDEN,DERRICK,F,MR,,H,WI,03,  ,,,,,,,
SB23,C00053553,SB23.86,,,CCM,WEBER FOR CONGRESS,,,,,,"133 N FRIENDSWOOD DR, #353",,FRIENDSWOOD,TX,77546,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00502229,,H2TX14149,WEBER,RANDY,,,,H,TX,14,  ,,,,,,,
SB23,C00053553,SB23.93,,,CCM,WESTERMAN FOR CONGRESS,,,,,,PO BOX 21097,,HOT SPRINGS,AR,71903,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00548180,,H4AR04048,WESTERMAN,BRUCE,,,,H,AR,04,  ,,,,,,,
SB23,C00053553,SB23.71,,,CCM,WILLIAM TIMMONS FOR CONGRESS,,,,,,PO BOX 3416,,GREENVILE,SC,29602,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00668491,,H8SC04250,TIMMONS,WILLIAM,R,,IV,H,SC,04,  ,,,,,,,
SB23,C00053553,SB23.94,,,CCM,WOMACK FOR CONGRESS COMMITTEE,,,,,,PO BOX 508,,ROGERS,AR,72757,P2024,,2023-09-26,1000.00,,CONTRIBUTION,,C00477745,,H0AR03055,WOMACK,STEPHEN,A,HON,,H,AR,03,  ,,,,,,,
SB23,C00053553,SB23.95,,,PAC,HEARTLAND VALUES PAC,,,,,,PO BOX 505,,SIOUX FALLS,SD,57101,,,2023-09-26,3500.00,,2023 CONTRIBUTION,,C00409003,,,,,,,,,,,  ,,,,,,,
SB23,C00053553,SB23.96,,,CCM,BUCK FOR COLORADO,,,,,,PO BOX 419,,WINDSOR,CO,80550,P2024,,2023-11-01,-1000.00,,VOIDED PAYMENT - CHECK NOT CASHED,,C00573378,,H4CO04090,BUCK,KENNETH,R,,,H,CO,04,  ,,,,,,,
SB23,C00053553,SB23.97,,,COM,REPUBLICAN STATE LEADERSHIP COMMITTEE,,,,,,1201 F STREET NW,STE 675,WASHINGTON,DC,20004,,,2023-11-03,25000.00,,CONTRIBUTION,,C30002067,,,,,,,,,,,  ,,,,,,,
SB23,C00053553,SB23.100,,,CCM,CELESTE FOR CONGRESS,,,,,,PO BOX 2410,,CEDAR CITY,UT,84721,O2023,SPECIAL GENERAL,2023-11-08,1000.00,,CONTRIBUTION,,C00842765,,H4UT02296,MALOY,CELESTE,,,,H,UT,02,  ,,,,,,,
SB23,C00053553,SB23.101,,,CCM,DIANA FOR CONGRESS,,,,,,PO BOX 7208,,KINGSPORT,TN,37664,P2024,,2023-11-08,1000.00,,CONTRIBUTION,,C00741090,,H0TN01118,HARSHBARGER,DIANA,,,,H,TN,01,  ,,,,,,,
SB23,C00053553,SB23.99,,,CCM,DR. BRIAN BABIN FOR CONGRESS,,,,,,PO BOX 159,,WOODVILLE,TX,75979,P2024,,2023-11-08,1000.00,,CONTRIBUTION,,C00553859,,H6TX02079,BABIN,BRIAN,,,,H,TX,36,  ,,,,,,,
SB23,C00053553,SB23.98,,,CCM,NEHLS FOR CONGRESS,,,,,,15500 VOSS RD,STE 518,SUGAR LAND,TX,77498,P2024,,2023-11-08,1000.00,,CONTRIBUTION,,C00730150,,H0TX22302,NEHLS,TROY,,,,H,TX,22,  ,,,,,,,
SB23,C00053553,SB23.102,,,CCM,TED CRUZ FOR SENATE,,,,,,PO BOX 25376,,HOUSTON,TX,77265,P2024,,2023-11-08,2450.00,,CONTRIBUTION,,C00492785,,S2TX00312,CRUZ,RAFAEL,EDWARD TED,,,S,TX,,  ,,,,,,,
SB23,C00053553,SB23.107,,,CCM,COLE FOR CONGRESS,,,,,,12176 CHANCERY STATION CIRCLE,,RESTON,VA,20190,P2024,,2023-12-08,1500.00,,CONTRIBUTION,,C00379735,,H2OK04055,COLE,TOM,,,,H,OK,04,  ,,,,,,,
SB23,C00053553,SB23.106,,,CCM,JEFF DUNCAN FOR CONGRESS,,,,,,PO BOX 845,,LAURENS,SC,29360,P2024,,2023-12-08,500.00,,CONTRIBUTION,,C00460550,,H0SC03077,DUNCAN,JEFFREY,D,MR,,H,SC,03,  ,,,,,,,
SB23,C00053553,SB23.105,,,CCM,MIKE JOHNSON FOR LOUISIANA,,,,,,3337 N HULLEN STREET,STE 301,METAIRIE,LA,70002,P2024,,2023-12-08,2450.00,,CONTRIBUTION,,C00608695,,H6LA04138,JOHNSON,JAMES,MICHAEL,,,H,LA,04,  ,,,,,,,
SB23,C00053553,SB23.104,,,CCM,PETE RICKETTS FOR SENATE,,,,,,1327 H STREET,STE 101,LINCOLN,NE,68508,O2024,SPECIAL PRIMARY,2023-12-08,2450.00,,CONTRIBUTION,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB23,C00053553,SB23.103,,,CCM,SCHMITT FOR SENATE,,,,,,101 W ARGONNE DR,#24,SAINT LOUIS,MO,63122,P2028,,2023-12-08,1000.00,,CONTRIBUTION,,C00775015,,S2MO00544,SCHMITT,ERIC,,,,S,MO,,  ,,,,,,,
