form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00864512,500071205,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-04-25,37.16,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071206,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-04-25,14.75,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071210,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-04-26,38.18,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071211,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-04-26,41.39,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071212,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-04-26,32.10,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071340,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-04-29,58.53,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071341,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-04-29,37.31,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078450,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-04,65.66,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078451,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-04,57.34,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078452,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-10,14.50,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078453,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-10,40.95,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078454,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-13,63.23,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078455,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-14,19.90,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078456,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-17,60.68,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078457,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-17,64.64,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078458,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-17,26.76,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078459,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-17,61.46,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078460,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-20,21.44,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078461,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-20,52.99,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078462,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-24,53.68,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078463,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-24,52.97,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078464,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-26,14.99,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078465,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-26,53.47,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078466,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-26,53.99,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078467,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-26,18.99,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078468,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-27,31.98,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078469,,,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-06-28,8.15,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078565,,,ORG,MJE Strategies LLC,,,,,,35202 Gawain Ct,,Fremont,CA,945362418,,,2024-05-07,1000.00,0.00,Policy Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078435,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2024-05-03,2750.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078436,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2024-05-03,500.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078437,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2024-06-03,2750.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078438,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2024-06-03,500.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500071202,,,ORG,Orlattle LLC,,,,,,1027 4Th St SE,,Washington,DC,200033484,,,2024-04-25,3989.41,0.00,Digital Advertising Buy,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500076612,,,ORG,Orlattle LLC,,,,,,1027 4Th St SE,,Washington,DC,200033484,,,2024-05-02,16969.00,0.00,Digital Advertising Buy,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078492,,,ORG,Patton Processing,,,,,,PO Box 9,,Louisville,KY,402010009,,,2024-05-21,1272.50,0.00,Mail Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078564,,,ORG,Pharoah's Solution LLC,,,,,,8231 Northlake Ct,,Laurel,MD,207075838,,,2024-05-15,10800.00,0.00,General Strategy Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078440,,,ORG,Rise Political Strategies LLC,,,,,,1518 Walnut St,Ste 702,Philadelphia,PA,191023404,,,2024-05-07,5000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078441,,,ORG,Rise Political Strategies LLC,,,,,,1518 Walnut St,Ste 702,Philadelphia,PA,191023404,,,2024-05-10,5000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078442,,,ORG,Rise Political Strategies LLC,,,,,,1518 Walnut St,Ste 702,Philadelphia,PA,191023404,,,2024-05-10,15000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078483,,,IND,,Ronk,Cassie,,,,119 Church St,,Woodbridge,NJ,070953118,,,2024-05-22,845.32,0.00,Reimbursement - see itemized detail,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500080601,500078483,SB21B,ORG,ExxonMobil,,,,,,22777 Springwoods Village Pkwy,,Spring,TX,773891425,,,2024-05-22,25.95,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500080602,500078483,SB21B,ORG,ExxonMobil,,,,,,22777 Springwoods Village Pkwy,,Spring,TX,773891425,,,2024-05-22,29.85,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500080603,500078483,SB21B,ORG,ExxonMobil,,,,,,22777 Springwoods Village Pkwy,,Spring,TX,773891425,,,2024-05-22,41.19,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500080604,500078483,SB21B,ORG,ExxonMobil,,,,,,22777 Springwoods Village Pkwy,,Spring,TX,773891425,,,2024-05-22,47.27,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500080610,500078483,SB21B,ORG,ExxonMobil,,,,,,22777 Springwoods Village Pkwy,,Spring,TX,773891425,,,2024-05-22,52.59,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500080612,500078483,SB21B,ORG,ExxonMobil,,,,,,22777 Springwoods Village Pkwy,,Spring,TX,773891425,,,2024-05-22,53.66,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500080613,500078483,SB21B,ORG,ExxonMobil,,,,,,22777 Springwoods Village Pkwy,,Spring,TX,773891425,,,2024-05-22,58.06,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500080616,500078483,SB21B,ORG,ExxonMobil,,,,,,22777 Springwoods Village Pkwy,,Spring,TX,773891425,,,2024-05-22,54.84,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00864512,500078527,,,ORG,"Sandler Reiff Lamb Rosenstein & Birkenstock, P.C.",,,,,,1090 Vermont Ave NW,Ste 750,Washington,DC,200054970,,,2024-05-10,5226.60,0.00,Legal Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078528,,,ORG,"Sandler Reiff Lamb Rosenstein & Birkenstock, P.C.",,,,,,1090 Vermont Ave NW,Ste 750,Washington,DC,200054970,,,2024-05-31,887.50,0.00,Legal Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078497,,,ORG,Scale To Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,,,2024-05-03,1561.07,0.00,Texting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078498,,,ORG,Scale To Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,,,2024-05-07,2578.84,0.00,Texting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078502,,,ORG,Scale To Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,,,2024-05-17,6482.18,0.00,Texting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078477,,,ORG,Southwest Airlines,,,,,,2702 Love Field Dr,,Dallas,TX,752351908,,,2024-06-24,951.97,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078445,,,ORG,Staybridge Suites,,,,,,10500 Eastgate Dr,,Lanham,MD,207062299,,,2024-05-15,270.07,0.00,Lodging,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078446,,,ORG,Staybridge Suites,,,,,,10500 Eastgate Dr,,Lanham,MD,207062299,,,2024-05-15,157.07,0.00,Lodging,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078559,,,ORG,VFW Post 7472,,,,,,4225 Vfw Ln,,Ellicott City,MD,21043,,,2024-05-10,657.50,0.00,Site Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078609,,,ORG,Wildfire Contact LLC,,,,,,750 17Th St NW,Ste 500,Washington,DC,200064780,,,2024-05-16,19197.12,0.00,Voter Contact Telephone Calls,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078383,,,IND,,Zito,Allison,,,,1500 Detwiler Dr,,York,PA,174041280,,,2024-05-10,600.00,0.00,Healthcare Stipend,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078479,,,IND,,Zito,Allison,,,,1500 Detwiler Dr,,York,PA,174041280,,,2024-05-10,442.26,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078384,,,IND,,Zito,Allison,,,,1500 Detwiler Dr,,York,PA,174041280,,,2024-05-16,1200.00,0.00,Healthcare Stipend,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078480,,,IND,,Zito,Allison,,,,1500 Detwiler Dr,,York,PA,174041280,,,2024-05-21,48.81,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00864512,500078493,,,IND,,Zito,Allison,,,,1500 Detwiler Dr,,York,PA,174041280,,,2024-05-21,10.06,0.00,Travel Reimbursement,,,,,,,,,,,,,,,,,,,,
