form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00754051,B839635,,,CCM,Financial Innovations Inc,,,,,,One Weingeroff Boulevard,,Cranston,RI,02910,O2023,Special General,2023-02-06,2649.19,,VA Nonfed IE;Button Production,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B839629,,,CCM,UNITE HERE Local 100,,,,,,275 7th Ave 16th Floor,,New York,NY,10001,O2023,Special General,2023-02-06,366.91,,VA Nonfed IE; Staff Trave,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B840391,,,CCM,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-02-14,1670.36,,Credit Card Payment-Itemized Below,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B840391A,,,ORG,Amazon,,,,,,410 Terry Avenue N,,Seattle,WA,98109,O2023,Special General,2023-02-14,126.07,,VA Nonfed IE; PPE,001,,,,,,,,,,, ,,,,,,,X,
SB29,C00754051,B840391B,,,ORG,Kroger,,,,,,1014 Vine Street,,Cincinatti,OH,45202,O2023,Special General,2023-02-14,38.79,,VA Nonfed IE; Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB29,C00754051,B840391C,,,ORG,Outback,,,,,,2202 N West Shore Blvd,,Tampa,FL,33607,O2023,Special General,2023-02-14,178.78,,VA Nonfed IE; Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB29,C00754051,B840391D,,,ORG,Target,,,,,,1000 Nicollet Mall,,Minneapolis,MN,55403,O2023,Special General,2023-02-14,234.65,,VA Nonfed IE; Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB29,C00754051,B840391E,,,ORG,Mr. Shawarma,,,,,,725 W 21st Street,,Norfolk,VA,23517,O2023,Special General,2023-02-14,490.24,,VA Nonfed IE; Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB29,C00754051,B840391F,,,ORG,Walmart,,,,,,702 SW 8th Street,,Bentonville,AR,72716,O2023,Special General,2023-02-14,269.34,,VA Nonfed IE; Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB29,C00754051,B840279,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-02-14,23633.40,,VA Nonfed IE; Staff Lodging,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B840280,,,CCM,UNITE HERE,,,,,,275 7th Avenue,,New York,NY,10001,O2023,Special General,2023-02-14,5857.20,,VA Nonfed IE; Staff Travel,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B840281,,,CCM,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,O2023,Special General,2023-02-14,735.09,,VA Nonfed IE; Staff Travel,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B840282,,,CCM,Diner's Club,,,,,,P.O. Box 5732,,Carol Stream,IL,60197,O2023,Special General,2023-02-14,122.00,,VA Nonfed IE; Staff Travel,011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B840283,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Special General,2023-02-14,3182.68,,"VA Nonfed IE; Staff Meals,  Staff Travel & Office Expenses",011,,,,Rouse,Aaron,,,,S,VA,22,,,,,,,,
SB29,C00754051,B846530,,,CCM,Springhill Suites Chester,,,,,,12301 Redwater Creek Road,,Chester,VA,23831,P2023,,2023-05-11,38545.80,,VA Nonfed Inkind; Staff Lodging,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B846664,,,CCM,Springhill Suites Chester,,,,,,12301 Redwater Creek Road,,Chester,VA,23831,P2023,,2023-05-12,3695.72,,VA Nonfed Inkind; Staff Lodging,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B846887,,,CCM,Bergmann Zwerdling Direct,,,,,,1350 Connecticut Avenue NW #400,,Washington,DC,20036,P2023,,2023-05-16,2330.00,,VA Nonfed Inkind; Printing Canvassing Literature,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B846953,,,CCM,Financial Innovations,,,,,,One Weingeroff Blvd.,,Cranston,RI,02910,P2023,,2023-05-18,521.93,,VA Nonfed Inkind; Button Productio,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B847270,,,CCM,UNITE HERE Local 26,,,,,,101 Station's Landing 4th Floor Ea,,Medford,MA,02155,P2023,,2023-05-23,9313.00,,VA Nonfed Inkind; Staff Salary & Expenses for Canvassing,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B847271,,,CCM,UNITE HERE Local 217,,,,,,425 College Street,,New Haven,CT,06511,P2023,,2023-05-23,3339.61,,VA Nonfed Inkind; Staff Salary & Expenses for Canvassing,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B847272,,,CCM,Local 23 UNITE HERE,,,,,,275 7th Ave,,New York,NY,10001,P2023,,2023-05-23,44320.00,,VA Nonfed Inkind; Staff Salary & Expenses for Canvassing,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B847273,,,CCM,Local 25 UNITE HERE,,,,,,901 K Street NW Suite 200,,Washington,DC,20001,P2023,,2023-05-23,66198.71,,VA Nonfed Inkind; Staff Salary & Expenses for Canvassing,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B847804,,,CCM,UNITE HERE Local 54,,,,,,1014 Atlantic Avenue,,Atlantic City,NJ,08401,P2023,,2023-05-25,26003.00,,VA Nonfed Inkind; Staff Salary & Expenses for Canvassing,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B847805,,,CCM,Local 30 UNITE HERE,,,,,,1940 5th Avenue Suite 200,,San Diego,CA,92101,P2023,,2023-05-25,18674.82,,VA Nonfed Inkind; Staff Salary & Expenses for Canvassing,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B848273,,,CCM,Local 24 UNITE HERE,,,,,,300 River Place Drive Suite 2700,,Detroit,MI,48207,P2023,,2023-06-05,23900.00,,VA Nonfed Inkind; Staff Salary & Expenses for Canvassing,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B848274,,,CCM,McKesson Medical Surgical Inc,,,,,,PO Box 634404,,Cincinnati,OH,45263,P2023,,2023-06-05,228.69,,VA Nonfed Inkind; PPE for Canvassin,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B848446,,,CCM,Residence Inn Richmond Northwest/Short Pump,,,,,,3940 Westerre Parkway,,Richmond,VA,23233,P2023,,2023-06-08,27593.70,,VA Nonfed Inkind; Staff Lodging,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B848428,,,CCM,Residence Inn Richmond West End,,,,,,2121 Dickens Road,,Richmond,VA,23230,P2023,,2023-06-08,5027.40,,VA Nonfed Inkind; Staff Lodging,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B848998,,,CCM,Local 23 UNITE HERE,,,,,,275 7th Ave,,New York,NY,10001,P2023,,2023-06-13,222954.50,,VA Nonfed Inkind; Staff Salary & Expenses for Canvassing,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B849028,,,CCM,Bergman Zwerdling Direct,,,,,,1350 Connecticut Avenue NW #400,,Washington,DC,20036,P2023,,2023-06-13,9026.56,,VA Nonfed Inkind; Printing Doorhanger,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B851456,,,CCM,Metropolitan Travel Service,,,,,,4520 Old Columbia Pike,,Annandale,VA,22003,P2023,,2023-06-13,910.00,,VA Nonfed Inkind; Staff Travel,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B849446,,,CCM,Springhill Suites Chester,,,,,,12301 Redwater Creek Road,,Chester,VA,23831,P2023,,2023-06-14,-1867.58,,VA Nonfed Inkind; Staff Lodging,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B849179,,,CCM,Residence Inn Richmond Northwest Short Pump VA,,,,,,3940 Westerre Parkway,,Richmond,VA,23233,P2023,,2023-06-15,46800.42,,VA Nonfed Inkind; Staff Lodging,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,In-kind: Aird Campaign
SB29,C00754051,B850754,,,CCM,Diner's Club,,,,,,270 REMINGTON BLVD SUITE B LOCKBOX,,Bolingbrook,IL,60440,O2023,Not Applicable,2023-06-15,7848.28,,VA Nonfed Inkind; Staff Travel,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B850755,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-06-29,5941.24,,VA Nonfed Inkind; Car Rental,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
SB29,C00754051,B850478,,,CCM,UNITE HERE Local 217,,,,,,425 College Street,,New Haven,CT,06511,O2023,Not Applicable,2023-06-29,420.52,,VA Nonfed Inkind; Staff Travel,011,,,,Aird,Lashrecse,,,,S,VA,13,,,,,,,,
