form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00873893,SB21B.1043132,,,ORG,FRONTLINE STRATEGIES LLC,,,,,,4 HOLLY LN,,MOHNTON,PA,19540,,,2024-12-23,5746.28,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043152,,,ORG,FRONTLINE STRATEGIES LLC,,,,,,4 HOLLY LN,,MOHNTON,PA,19540,,,2024-12-23,5074.66,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043390,,,ORG,FRONTLINE STRATEGIES LLC,,,,,,4 HOLLY LN,,MOHNTON,PA,19540,,,2024-12-24,10732.76,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043410,,,ORG,FRONTLINE STRATEGIES LLC,,,,,,4 HOLLY LN,,MOHNTON,PA,19540,,,2024-12-26,12468.54,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043460,,,ORG,FRONTLINE STRATEGIES LLC,,,,,,4 HOLLY LN,,MOHNTON,PA,19540,,,2024-12-27,1855.09,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043622,,,ORG,FRONTLINE STRATEGIES LLC,,,,,,4 HOLLY LN,,MOHNTON,PA,19540,,,2024-12-30,1291.86,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043871,,,ORG,FRONTLINE STRATEGIES LLC,,,,,,4 HOLLY LN,,MOHNTON,PA,19540,,,2024-12-31,2105.31,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041743,,,ORG,GRAPHITE  CREATIVE,,,,,,7918 JONES BRANCH DR,FL 4,MCLEAN,VA,22102,,,2024-12-19,1200.00,,GRAPHIC DESIGN SERVICES
SB21B,C00873893,SB21B.1040839,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-05,109.97,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041053,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-05,90.46,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041273,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-06,53.22,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041453,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-09,920.67,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041559,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-10,1910.46,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041735,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-11,1392.18,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042146,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-13,1701.63,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042234,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-16,1970.98,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042404,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-17,4425.98,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042629,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-19,3929.56,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042810,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-19,275.92,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043133,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-23,278.02,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043153,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-23,273.01,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043391,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-24,256.20,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043411,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-26,792.61,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043461,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-27,114.35,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043623,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-30,118.45,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043872,,,ORG,GRASSROOTS FOR YOU LLC,,,,,,130 SEBASTIANS RUN,,AUSTIN,TX,78738,,,2024-12-31,3.64,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1040941,,,ORG,HEARTLAND,,,,,,ONE HEARTLAND WAY,,JEFFERSONVILLE,IN,47130,,,2024-12-02,5554.53,,MERCHANT FEES
SB21B,C00873893,SB21B.1041028,,,ORG,JONES DAY,,,,,,"51 LOUISIANA AVENUE, NW",,WASHINGTON,DC,20001,,,2024-12-11,9766.30,,LEGAL CONSULTING
SB21B,C00873893,SB21B.1040359,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-02,4137.99,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1040537,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-03,4353.54,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1040840,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-05,9499.28,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041054,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-05,2824.36,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041274,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-06,4371.80,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041454,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-09,3529.77,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041560,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-10,4688.20,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041736,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-11,11146.85,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042147,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-13,8725.32,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042235,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-16,3739.07,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042405,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-17,3768.34,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042630,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-19,11314.74,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042811,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-19,5217.59,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043134,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-23,5121.27,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043154,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-23,5564.04,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043392,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-24,3613.65,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043412,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-26,11352.91,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043462,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-27,3818.79,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043624,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-30,4563.64,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043873,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-12-31,4823.20,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1039859,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-11-26,2972.84,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1040354,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-11-29,9074.11,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1040358,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-11-29,2637.45,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1040425,,,ORG,MOORE A SERIES LLC,,,,,,4200 PARLIAMENT PLACE,SUITE 300,LANHAM,MD,20706,,,2024-12-04,3140.78,,DIRECT MAIL PRINTING
SB21B,C00873893,SB21B.1042236,,,ORG,OPINION STRATEGIES LLC,,,,,,214 N FAYETTE ST,,ALEXANDRIA,VA,22314,,,2024-12-16,82.55,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042406,,,ORG,OPINION STRATEGIES LLC,,,,,,214 N FAYETTE ST,,ALEXANDRIA,VA,22314,,,2024-12-17,480.94,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042631,,,ORG,OPINION STRATEGIES LLC,,,,,,214 N FAYETTE ST,,ALEXANDRIA,VA,22314,,,2024-12-19,1376.19,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042812,,,ORG,OPINION STRATEGIES LLC,,,,,,214 N FAYETTE ST,,ALEXANDRIA,VA,22314,,,2024-12-19,69.44,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043135,,,ORG,OPINION STRATEGIES LLC,,,,,,214 N FAYETTE ST,,ALEXANDRIA,VA,22314,,,2024-12-23,201.42,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043155,,,ORG,OPINION STRATEGIES LLC,,,,,,214 N FAYETTE ST,,ALEXANDRIA,VA,22314,,,2024-12-23,241.24,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043393,,,ORG,OPINION STRATEGIES LLC,,,,,,214 N FAYETTE ST,,ALEXANDRIA,VA,22314,,,2024-12-24,448.02,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043413,,,ORG,OPINION STRATEGIES LLC,,,,,,214 N FAYETTE ST,,ALEXANDRIA,VA,22314,,,2024-12-26,1358.43,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043463,,,ORG,OPINION STRATEGIES LLC,,,,,,214 N FAYETTE ST,,ALEXANDRIA,VA,22314,,,2024-12-27,247.94,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043625,,,ORG,OPINION STRATEGIES LLC,,,,,,214 N FAYETTE ST,,ALEXANDRIA,VA,22314,,,2024-12-30,873.81,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043874,,,ORG,OPINION STRATEGIES LLC,,,,,,214 N FAYETTE ST,,ALEXANDRIA,VA,22314,,,2024-12-31,467.38,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1040806,,,ORG,OPN SESAME,,,,,,850 NW FEDERAL HWY PMB 132,,STUART,FL,34994,,,2024-12-11,107936.52,,SMS ADVERTISING
SB21B,C00873893,SB21B.1040190,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,STE 401,BEVERLY,MA,01915,,,2024-12-04,592092.04,,DATA PROCESSING SERVICES
SB21B,C00873893,SB21B.1039885,,,ORG,RST MARKETING ASSOC. INC,,,,,,1272 CORPORATE PARK DRIVE,,FOREST,VA,24551,,,2024-12-04,11520.27,,PRINTING & DESIGN SERVICES
SB21B,C00873893,SB21B.1041055,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-05,2277.53,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041275,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-06,876.19,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041455,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-09,1832.37,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041561,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-10,6711.04,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041737,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-11,10054.35,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042148,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-13,8435.06,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042237,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-16,3826.76,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042407,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-17,2358.66,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042632,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-19,2485.71,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1042813,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-19,2551.40,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043136,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-23,3296.39,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043156,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-23,4545.55,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043394,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-24,3397.53,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043414,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-26,5348.30,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043464,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-27,1482.81,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043626,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-30,1484.04,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1043875,,,ORG,"TMA DIRECT, INC.",,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2024-12-31,1311.84,,FUNDRAISING FEES
SB21B,C00873893,SB21B.1041073,,,ORG,UNITED STATES POSTAL SERVICE,,,,,,424 S KANSAS AVE,STE 1,TOPEKA,KS,66603,,,2024-12-05,27.90,,POSTAGE
SB21B,C00873893,SB21B.1041280,,,ORG,UNITED STATES POSTAL SERVICE,,,,,,424 S KANSAS AVE,STE 1,TOPEKA,KS,66603,,,2024-12-06,27.90,,POSTAGE
SB21B,C00873893,SB21B.1042097,,,ORG,UNITED STATES POSTAL SERVICE,,,,,,424 S KANSAS AVE,STE 1,TOPEKA,KS,66603,,,2024-12-13,27.90,,POSTAGE
SB21B,C00873893,SB21B.1042431,,,ORG,UNITED STATES POSTAL SERVICE,,,,,,424 S KANSAS AVE,STE 1,TOPEKA,KS,66603,,,2024-12-17,27.90,,POSTAGE
SB21B,C00873893,SB21B.1042950,,,ORG,UNITED STATES POSTAL SERVICE,,,,,,424 S KANSAS AVE,STE 1,TOPEKA,KS,66603,,,2024-12-20,27.90,,POSTAGE
SB21B,C00873893,SB21B.1043469,,,ORG,UNITED STATES POSTAL SERVICE,,,,,,424 S KANSAS AVE,STE 1,TOPEKA,KS,66603,,,2024-12-24,27.90,,POSTAGE
SB21B,C00873893,SB21B.1043644,,,ORG,UNITED STATES POSTAL SERVICE,,,,,,424 S KANSAS AVE,STE 1,TOPEKA,KS,66603,,,2024-12-30,27.90,,POSTAGE
SB21B,C00873893,SB21B.1039722,,,ORG,UNITED STATES POSTAL SERVICE,,,,,,424 S KANSAS AVE,STE 1,TOPEKA,KS,66603,,,2024-11-26,27.90,,POSTAGE
SB21B,C00873893,SB21B.1039723,,,ORG,UNITED STATES POSTAL SERVICE,,,,,,424 S KANSAS AVE,STE 1,TOPEKA,KS,66603,,,2024-11-26,27.90,,POSTAGE
SB21B,C00873893,SB21B.1039964,,,ORG,UNITED STATES POSTAL SERVICE,,,,,,424 S KANSAS AVE,STE 1,TOPEKA,KS,66603,,,2024-11-27,27.90,,POSTAGE
SB21B,C00873893,SB21B.1040220,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-02,59.50,,MERCHANT FEES
SB21B,C00873893,SB21B.1040222,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-03,30.66,,MERCHANT FEES
SB21B,C00873893,SB21B.1040355,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-02,22324.83,,MERCHANT FEES
SB21B,C00873893,SB21B.1040356,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-02,31078.10,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1040502,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-04,75.17,,MERCHANT FEES
SB21B,C00873893,SB21B.1040538,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-03,25483.42,,MERCHANT FEES
SB21B,C00873893,SB21B.1040539,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-03,52910.53,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1040805,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-05,1.38,,MERCHANT FEES
SB21B,C00873893,SB21B.1040833,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-05,85045.93,,MERCHANT FEES
SB21B,C00873893,SB21B.1040834,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-05,82736.12,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1040990,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-06,3.08,,MERCHANT FEES
SB21B,C00873893,SB21B.1041048,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-05,17901.86,,MERCHANT FEES
SB21B,C00873893,SB21B.1041056,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-05,22562.50,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1041260,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-06,18032.19,,MERCHANT FEES
SB21B,C00873893,SB21B.1041261,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-06,23963.30,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1041338,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-09,39.74,,MERCHANT FEES
SB21B,C00873893,SB21B.1041343,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-10,19.19,,MERCHANT FEES
SB21B,C00873893,SB21B.1041438,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-09,26533.31,,MERCHANT FEES
SB21B,C00873893,SB21B.1041439,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-09,18841.55,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1041543,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-10,16199.54,,MERCHANT FEES
SB21B,C00873893,SB21B.1041546,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-10,23714.22,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1041577,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-11,37.95,,MERCHANT FEES
SB21B,C00873893,SB21B.1041712,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-12,63.71,,MERCHANT FEES
SB21B,C00873893,SB21B.1041716,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-11,43330.62,,MERCHANT FEES
SB21B,C00873893,SB21B.1041717,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-11,67980.40,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1041915,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-13,4.52,,MERCHANT FEES
SB21B,C00873893,SB21B.1042087,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-13,39211.81,,MERCHANT FEES
SB21B,C00873893,SB21B.1042088,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-13,42562.30,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1042219,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-16,10.17,,MERCHANT FEES
SB21B,C00873893,SB21B.1042220,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-17,17.22,,MERCHANT FEES
SB21B,C00873893,SB21B.1042226,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-16,29969.60,,MERCHANT FEES
SB21B,C00873893,SB21B.1042227,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-16,18168.30,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1042389,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-18,48.27,,MERCHANT FEES
SB21B,C00873893,SB21B.1042393,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-17,15653.07,,MERCHANT FEES
SB21B,C00873893,SB21B.1042395,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-17,17822.20,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1042620,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-19,54436.30,,MERCHANT FEES
SB21B,C00873893,SB21B.1042621,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-19,46015.60,,MERCHANDISE FEES
