form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00841130,SB21B.42,,,ORG,"SNOWFLAKE, INC.",,,,,,106 E BABCOCK ST,SUITE 3A,BOZEMAN,MT,59715,,,2024-04-01,28607.40,,DATABASE MANAGEMENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.29,,,ORG,"THREE ARBOR INSURANCE, INC.",,,,,,"2828 OLD 280 COURT, SUITE 126",,VESTAVIA,AL,35243,,,2024-06-03,4433.03,,INSURANCE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.39,,,IND,,WHITE ,SAMANTHA,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-04,6184.39,,FUNDRAISING CONSULTING / TRAVEL   ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.36,,,IND,,VALDES,ALEXANDRA ,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-07,3500.00,,FUNDRAISING CONSULTING ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.21,,,ORG,ASHMAN CONSULTING LLC,,,,,,2030 WESTCREEK LN,#425,HOUSTON,TX,77027,,,2024-06-07,4965.24,,FUNDRAISING CONSULTING / TRAVEL / FOOD / BEVERAGE ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.41,,,ORG,MARKMONITOR INC.,,,,,,5335 GATE PARKWAY,,JACKSONVILLE,FL,32256,,,2024-06-10,2074.00,,WEB SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.86,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY STREET ,,NEW YORK ,NY,10285,,,2024-06-12,8551.20,,CREDIT CARD PAYMENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.87,SB21B.86,SB21B,ORG,1PASSWORD,,,,,,4711 YONGE ST 10TH FLOOR,,NORTH YORK,ON,M2N6K,,,2024-06-12,79.90,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.88,SB21B.86,SB21B,ORG,ADOBE,,,,,,801 N 34TH ST,,SEATTLE,WA,98103,,,2024-06-12,793.02,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.89,SB21B.86,SB21B,ORG,"AIR LABS, INC.",,,,,,68 3RD STREET,,NEW YORK,NY,11231,,,2024-06-12,300.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.91,SB21B.86,SB21B,ORG,AT&T,,,,,,208 S AKARD ST,FL 10,DALLAS,TX,75202,,,2024-06-12,358.33,,TELEPHONE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.94,SB21B.86,SB21B,ORG,CLOUDFLARE,,,,,,101 TOWNSEND ST,,SAN FRANCISCO,CA,94107,,,2024-06-12,262.77,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.95,SB21B.86,SB21B,ORG,COMCAST/XFINITY,,,,,,1401 NORTHPOINT PARKWAY,,WEST PALM BEACH,FL,33407,,,2024-06-12,402.58,,UTILITIES ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.92,SB21B.86,SB21B,ORG,"DIALPAD, INC.",,,,,,3001 BISHOP DRIVE,,SAN RAMON,CA,94583,,,2024-06-12,272.71,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.97,SB21B.86,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,BLD FL H3,MEMPHIS,TN,38116,,,2024-06-12,9.75,,DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.101,SB21B.86,SB21B,ORG,"GITHUB, INC.      ",,,,,,275 BRANNAN STREET,,SAN FRANCISCO,CA,94107,,,2024-06-12,252.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.102,SB21B.86,SB21B,ORG,GODADDY.COM,,,,,,2155 E GODADDY WAY,,TEMPE,AZ,85284,,,2024-06-12,520.43,,WEB SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.104,SB21B.86,SB21B,ORG,"LUMAFORGE, AN OWC CO",,,,,,1311 S FLOWER ST,,BURBANK,CA,91502,,,2024-06-12,250.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.105,SB21B.86,SB21B,ORG,MICROSOFT,,,,,,1 MICROSOFT WAY,,REDMOND,WA,98052,,,2024-06-12,3546.91,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.107,SB21B.86,SB21B,ORG,PRIME STORAGE,,,,,,2428 N MONROE STREET,,TALLAHASSEE,FL,32303,,,2024-06-12,257.58,,STORAGE RENTAL ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.108,SB21B.86,SB21B,ORG,RINGCENTRAL INC,,,,,,20 DAVIS DRIVE,,BELMONT,CA,94002,,,2024-06-12,308.31,,TELEPHONE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.110,SB21B.86,SB21B,ORG,STARLINK INTERNET,,,,,,1 ROCKET RD,,HAWTHORNE,CA,90250,,,2024-06-12,150.00,,UTILITIES ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.112,SB21B.86,SB21B,ORG,VERIZON,,,,,,255 PARKSHORE DR,BLDG B,FOLSOM,CA,95630,,,2024-06-12,346.60,,TELEPHONE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.103,SB21B.86,SB21B,ORG,YOUTUBE TV,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-06-12,166.53,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.113,SB21B.86,SB21B,ORG,ZOOM,,,,,,55 ALMADEN BLVD,,SAN JOSE,CA,95113,,,2024-06-12,65.99,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.6,,,ORG,CMDI,,,,,,"1595 SPRING HILL ROAD, SUITE 500",,TYSONS CORNER,VA,22182,,,2024-06-12,2911.17,,DATABASE MANAGEMENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.61,,,IND,,BREWER,SARAH,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-14,1756.62,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.59,,,IND,,EILON,ETHAN,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-14,4957.77,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.199,,,IND,,JOHNSON,WILLIAM,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-14,239.00,,POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.200,SB21B.199,,ORG,UNITED STATES POSTAL SERVICE ,,,,,,1845 N ML KING JR BLVD ,,TALLAHASSEE,FL,32303,,,2024-06-14,239.00,,POSTAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.60,,,IND,,JOHNSON,WILLIAM,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-14,1615.25,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.62,,,IND,,KUNDINGER,KELLY,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-14,3365.78,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.63,,,IND,,SCEUSA,CARL,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-14,3106.89,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.7,,,ORG,DICKINSON WRIGHT PLLC ,,,,,,"1825 EYE STREET NW, STE 900",,WASHINGTON,DC,20006,,,2024-06-14,12946.50,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.52,,,ORG,INSPERITY ,,,,,,19001 CRESCENT SPRINGS,,KINGWOOD,TX,77339,,,2024-06-14,8152.00,,PAYROLL TAXES / INSURANCE / PAYROLL PROCESSING FEES / PAYROLL BENEFITS ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.19,,,ORG,INTUIT QUICKBOOKS ONLINE,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2024-06-15,85.00,,SOFTWARE ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.37,,,IND,,VALDES,ALEXANDRA ,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-17,3500.00,,FUNDRAISING CONSULTING ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.40,,,IND,,WHITE ,SAMANTHA,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-17,5000.00,,FUNDRAISING CONSULTING ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.8,,,ORG,DICKINSON WRIGHT PLLC ,,,,,,"1825 EYE STREET NW, STE 900",,WASHINGTON,DC,20006,,,2024-06-17,1677.50,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.22,,,ORG,ASHMAN CONSULTING LLC,,,,,,2030 WESTCREEK LN,#425,HOUSTON,TX,77027,,,2024-06-21,4000.00,,FUNDRAISING CONSULTING ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.30,,,ORG,"THREE ARBOR INSURANCE, INC.",,,,,,"2828 OLD 280 COURT, SUITE 126",,VESTAVIA,AL,35243,,,2024-06-21,9407.00,,INSURANCE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.15,,,ORG,GRAYROBINSON,,,,,,"301 EAST PINE ST, STE 1400",,ORLANDO,FL,32801,,,2024-06-24,26000.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.47,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,"1776 WILSON BOULEVARD, STE 530",,ARLINGTON,VA,22209,,,2024-06-24,0.04,,CREDIT CARD PROCESSING FEES ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.56,,,IND,,BREWER,SARAH,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-28,1756.62,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.54,,,IND,,EILON,ETHAN,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-28,4957.77,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.55,,,IND,,JOHNSON,WILLIAM,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-28,1615.25,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.57,,,IND,,KUNDINGER,KELLY,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-28,3365.78,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.58,,,IND,,SCEUSA,CARL,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-06-28,3106.89,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.53,,,ORG,INSPERITY ,,,,,,19001 CRESCENT SPRINGS,,KINGWOOD,TX,77339,,,2024-06-28,8152.00,,PAYROLL TAXES / INSURANCE / PAYROLL PROCESSING FEES / PAYROLL BENEFITS ,,,,,,,,,,,,,  ,,,,,,,
