form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00000729,30332830,,,CCM,LAHOOD FOR CONGRESS,,,,,,P.O. BOX 10735,,PEORIA,IL,61612,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00575050,LAHOOD FOR CONGRESS,H6IL18088,LaHood,Darin,,Rep.,,H,IL,16,,,,,,,,
SB23,C00000729,30332863,,,CCM,LANGWORTHY FOR CONGRESS,,,,,,PO BOX 120,,CLARENCE,NY,14031,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00817932,LANGWORTHY FOR CONGRESS,H2NY23228,Langworthy,Nicholas,,Rep.,,H,NY,23,,,,,,,,
SB23,C00000729,30332948,,,PAC,LEAD ENCOURAGE ELECT PAC,,,,,,PO BOX 183,,HUDSON,WI,540160183,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00494302,LEAD ENCOURAGE ELECT PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332874,,,PAC,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,,,,,,PO BOX 1639,,BETHANY,OK,73008,O2023,,2023-10-13,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00492058,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332790,,,PAC,LEADERS IN LIFE ACTING COOPERATIVELY (LILAC) PAC,,,,,,P.O. BOX 90914,,ROCHESTER,NY,14609,O2023,,2023-09-05,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00714501,LEADERS IN LIFE ACTING COOPERATIVELY (LILAC) PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332994,,,PAC,LEGPAC,,,,,,"38 IVY ST., SE",,WASHINGTON,DC,20003,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00385534,LEGPAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332959,,,CCM,LISA BLUNT ROCHESTER FOR CONGRESS,,,,,,PO BOX 9767,,WILMINGTON,DE,19809,P2024,,2023-12-29,4000.00,0.00,Contribution to Federal Candidate,011,C00590778,LISA BLUNT ROCHESTER FOR CONGRESS,H6DE00206,Blunt Rochester,Lisa,,Rep.,,H,DE,00,,,,,,,,
SB23,C00000729,30332868,,,PAC,LONE STAR LEADERSHIP PAC,,,,,,PO BOX 30844,,BETHESDA,MD,208240844,O2023,,2023-09-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00415208,LONE STAR LEADERSHIP PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332965,,,PAC,LONE STAR LEADERSHIP PAC,,,,,,PO BOX 30844,,BETHESDA,MD,208240844,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00415208,LONE STAR LEADERSHIP PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332988,,,PAC,M-PAC,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00365270,M-PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332968,,,PAC,MAKING A RESPONSIBLE STAND FOR HOUSEHOLDS IN AMERICA PAC,,,,,,PO BOX 3241,,BRENTWOOD,TN,37024,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00409276,MAKING A RESPONSIBLE STAND FOR HOUSEHOLDS IN AMERICA PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332865,,,PAC,MAPLE PAC,,,,,,PO BOX 1012,,RICHMOND,VT,05477,O2023,,2023-09-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00542621,MAPLE PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332861,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,P2024,,2023-09-29,2000.00,0.00,Contribution to Federal Candidate,011,C00789586,MARC FOR US INC.,H2NY19127,Molinaro,Marcus,,Rep.,,H,NY,19,,,,,,,,
SB23,C00000729,30332942,,,CCM,"MARK ALFORD FOR CONGRESS, INC.",,,,,,PO BOX 1428,,RAYMORE,MO,64083,P2024,,2023-12-19,1000.00,0.00,Contribution to Federal Candidate,011,C00792598,"MARK ALFORD FOR CONGRESS, INC.",H2MO04207,Alford,Mark,,Rep.,,H,MO,04,,,,,,,,
SB23,C00000729,30332908,,,CCM,MARK GREEN FOR CONGRESS,,,,,,PO BOX 331046,,NASHVILLE,TN,37203,P2024,,2023-11-30,2000.00,0.00,Contribution to Federal Candidate,011,C00658385,MARK GREEN FOR CONGRESS,H8TN07076,Green,Mark,,Rep.,,H,TN,07,,,,,,,,
SB23,C00000729,30332801,,,CCM,MARK POCAN FOR CONGRESS,,,,,,PO BOX 327,,MADISON,WI,53701,P2024,,2023-09-18,5000.00,0.00,Contribution to Federal Candidate,011,C00502179,MARK POCAN FOR CONGRESS,H2WI02124,Pocan,Mark,,Rep.,,H,WI,02,,,,,,,,
SB23,C00000729,30332877,,,CCM,MATSUI FOR CONGRESS,,,,,,PO BOX 1738,,SACRAMENTO,CA,95812,P2024,,2023-10-18,2500.00,0.00,Contribution to Federal Candidate,011,C00409219,MATSUI FOR CONGRESS,H6CA05195,Matsui,Doris,,Rep.,,H,CA,07,,,,,,,,
SB23,C00000729,30332867,,,CCM,MICHAEL BURGESS FOR CONGRESS,,,,,,PO BOX 2334,,DENTON,TX,762022334,P2024,,2023-09-29,4000.00,0.00,Contribution to Federal Candidate,011,C00372532,MICHAEL BURGESS FOR CONGRESS,H2TX26093,Burgess,Michael,,Rep.,,H,TX,26,,,,,,,,
SB23,C00000729,30332952,,,CCM,MIKE JOHNSON FOR LOUISIANA,,,,,,3337 N. HULLEN ST.,SUITE 301,METAIRIE,LA,70002,P2024,,2023-12-29,5000.00,0.00,Contribution to Federal Candidate,011,C00608695,MIKE JOHNSON FOR LOUISIANA,H6LA04138,Johnson,Mike,,Rep.,,H,LA,04,,,,,,,,
SB23,C00000729,30332818,,,CCM,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00367862,MIKE ROGERS FOR CONGRESS,H2AL03032,Rogers,Mike,,Rep.,,H,AL,03,,,,,,,,
SB23,C00000729,30332881,,,CCM,MIKE THOMPSON FOR CONGRESS,,,,,,5445 MADISON AVENUE,,SACRAMENTO,CA,95841,P2024,,2023-10-18,2500.00,0.00,Contribution to Federal Candidate,011,C00326363,MIKE THOMPSON FOR CONGRESS,H8CA01109,Thompson,Mike,,Rep.,,H,CA,04,,,,,,,,
SB23,C00000729,30332866,,,CCM,"MOORE FOR WEST VIRGINIA, INC.",,,,,,PO BOX 603,,HARPERS FERRY,WV,25425,P2024,,2023-09-29,5000.00,0.00,Contribution to Federal Candidate,011,C00828947,"MOORE FOR WEST VIRGINIA, INC.",,Moore,Riley,,.,,H,WV,02,,,,,,,,
SB23,C00000729,30332962,,,PAC,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00563726,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332821,,,CCM,NANCY PELOSI FOR CONGRESS,,,,,,"700 13TH STREET, NW",SUITE 800,WASHINGTON,DC,20005,P2024,,2023-09-29,5000.00,0.00,Contribution to Federal Candidate,011,C00213512,NANCY PELOSI FOR CONGRESS,H8CA05035,Pelosi,Nancy,,Rep.,,H,CA,11,,,,,,,,
SB23,C00000729,30332839,,,CCM,NICOLE FOR NEW YORK,,,,,,PO BOX 60487,,STATEN ISLAND,NY,10306,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00694778,NICOLE FOR NEW YORK,H0NY11078,Malliotakis,Nicole,,Rep.,,H,NY,11,,,,,,,,
SB23,C00000729,30332911,,,CCM,NICOLE FOR NEW YORK,,,,,,PO BOX 60487,,STATEN ISLAND,NY,10306,P2024,,2023-11-30,2500.00,0.00,Contribution to Federal Candidate,011,C00694778,NICOLE FOR NEW YORK,H0NY11078,Malliotakis,Nicole,,Rep.,,H,NY,11,,,,,,,,
SB23,C00000729,30332978,,,PAC,NUTMEG PAC,,,,,,C/O CACACE TUSCH & SANTAGATA,"1111 SUMMER ST, STE 302",STAMFORD,CT,06905,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00492983,NUTMEG PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332981,,,PAC,OORAH! POLITICAL ACTION COMMITTEE,,,,,,PO BOX 3743,,CARMEL,IN,46082,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00551853,OORAH! POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00000729,30332823,,,PAC,PAC TO THE FUTURE,,,,,,"700 13TH STREET, NW",SUITE 800,WASHINGTON,DC,20005,O2023,,2023-09-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00344234,PAC TO THE FUTURE,,,,,,,,,,,,,,,,,
SB23,C00000729,30332950,,,PAC,PELICAN PAC,,,,,,3337 N. HULLEN ST.,SUITE 301,METAIRIE,LA,70002,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00634774,PELICAN PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332993,,,PAC,PEOPLE'S VOICE PAC,,,,,,PO BOX 685,,MADISON,WI,54850,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00410092,PEOPLE'S VOICE PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332826,,,CCM,PETE AGUILAR FOR CONGRESS,,,,,,PO BOX 10954,,SAN BERNARDINO,CA,92423,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00510461,PETE AGUILAR FOR CONGRESS,H2CA31125,Aguilar,Pete,,Rep.,,H,CA,33,,,,,,,,
SB23,C00000729,30332955,,,PAC,PRAIRIE POLITICAL ACTION COMMITTEE,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00347195,PRAIRIE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00000729,30332819,,,CCM,ROBERT ADERHOLT FOR CONGRESS,,,,,,P. O. BOX 1158,,HALEYVILLE,AL,35565,P2024,,2023-09-29,4000.00,0.00,Contribution to Federal Candidate,011,C00313247,ROBERT ADERHOLT FOR CONGRESS,H6AL04098,Aderholt,Robert,,Rep.,,H,AL,04,,,,,,,,
SB23,C00000729,30332834,,,CCM,ROBIN KELLY FOR CONGRESS,,,,,,P.O. BOX 3411,,CHICAGO,IL,60654,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00539866,ROBIN KELLY FOR CONGRESS,H2IL02172,Kelly,Robin,,Rep.,,H,IL,02,,,,,,,,
SB23,C00000729,30332831,,,CCM,RUDY FOR INDIANA,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,P2024,,2023-09-29,3000.00,0.00,Contribution to Federal Candidate,011,C00822767,RUDY FOR INDIANA,H2IN02295,Yakym,Rudy,,Rep.,,H,IN,02,,,,,,,,
SB23,C00000729,30332852,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,701833219,P2024,,2023-09-29,5000.00,0.00,Contribution to Federal Candidate,011,C00394957,SCALISE FOR CONGRESS,H0LA01087,Scalise,Steve,,Rep.,,H,LA,01,,,,,,,,
SB23,C00000729,30332887,,,CCM,SHERMAN FOR CONGRESS,,,,,,777 S. FIGUEROA STREET,SUITE 4050,LOS ANGELES,CA,90017,P2024,,2023-10-18,1000.00,0.00,Contribution to Federal Candidate,011,C00308742,SHERMAN FOR CONGRESS,H6CA24113,Sherman,Brad,,Rep.,,H,CA,32,,,,,,,,
SB23,C00000729,30332974,,,PAC,SHORE PAC,,,,,,P.O. BOX 3157,,LONG BRANCH,NJ,07740,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00410308,SHORE PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332858,,,PAC,SMART SOLUTIONS PAC,,,,,,611 PENNSYLVANIA AVE SE,UNIT 143,WASHINGTON,DC,20003,O2023,,2023-09-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00654475,SMART SOLUTIONS PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332976,,,PAC,SMART SOLUTIONS PAC,,,,,,611 PENNSYLVANIA AVE SE,UNIT 143,WASHINGTON,DC,20003,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00654475,SMART SOLUTIONS PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332884,,,CCM,STAND WITH SANCHEZ,,,,,,PO BOX 83142,,GAITHERSBURG,MD,208833142,P2024,,2023-10-18,1000.00,0.00,Contribution to Federal Candidate,011,C00384057,STAND WITH SANCHEZ,H2CA39078,Sanchez,Linda,,Rep.,,H,CA,38,,,,,,,,
SB23,C00000729,30332947,,,PAC,STEER PAC,,,,,,111 S DURBIN ST,STE 300,CASPER,WY,826012557,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00762682,STEER PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332890,,,CCM,SYDNEY KAMLAGER-DOVE FOR CONGRESS,,,,,,600 PENNSYLVANIA AVE SE #15180,,WASHINGTON,DC,20003,P2024,,2023-10-18,2500.00,0.00,Contribution to Federal Candidate,011,C00795823,SYDNEY KAMLAGER-DOVE FOR CONGRESS,H2CA37304,Kamlager-Dove,Sydney,,Rep.,,H,CA,37,,,,,,,,
SB23,C00000729,30332889,,,CCM,TED LIEU FOR CONGRESS,,,,,,777 S. FIGUEROA ST.,SUITE 4050,LOS ANGELES,CA,90017,P2024,,2023-10-18,1000.00,0.00,Contribution to Federal Candidate,011,C00556506,TED LIEU FOR CONGRESS,H4CA33119,Lieu,Ted,,Rep.,,H,CA,36,,,,,,,,
SB23,C00000729,30332820,,,CCM,TERRI SEWELL FOR CONGRESS,,,,,,PO BOX 1964,,BIRMINGHAM,AL,35201,P2024,,2023-09-29,4000.00,0.00,Contribution to Federal Candidate,011,C00458976,TERRI SEWELL FOR CONGRESS,H0AL07086,Sewell,Terri,,Rep.,,H,AL,07,,,,,,,,
SB23,C00000729,30332966,,,PAC,TEXAS FIRST PAC,,,,,,1519 WASHINGTON STREET,SUITE 200,LAREDO,TX,78040,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00439398,TEXAS FIRST PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332853,,,PAC,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,,,,,,PO BOX 9891,,ARLINGTON,VA,222190485,O2023,,2023-09-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00467431,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00000729,30332943,,,PAC,THE PETER NORBECK LEADERSHIP PAC,,,,,,PO BOX 477,,PIERRE,SD,57501,O2023,,2023-12-19,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00571976,THE PETER NORBECK LEADERSHIP PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332845,,,PAC,TOGETHER HOLDING OUR MAJORITY PAC,,,,,,PO BOX 97275,,RALEIGH,NC,27624,O2023,,2023-09-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00571323,TOGETHER HOLDING OUR MAJORITY PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332886,,,CCM,TONY CARDENAS FOR CONGRESS,,,,,,PO BOX 15320,,WASHINGTON,DC,20003,P2024,,2023-10-18,2000.00,0.00,Contribution to Federal Candidate,011,C00498873,TONY CARDENAS FOR CONGRESS,H2CA28113,Cardenas,Tony,,Rep.,,H,CA,29,,,,,,,,
SB23,C00000729,30332957,,,PAC,TRUE NORTH PAC,,,,,,"901 N WASHINGTON ST, SUITE 700",,ALEXANDRIA,VA,22314,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00571000,TRUE NORTH PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332880,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVENUE,#227,FRESNO,CA,93704,P2024,,2023-10-18,2500.00,0.00,Contribution to Federal Candidate,011,C00499392,VALADAO FOR CONGRESS,H2CA20094,Valadao,David,,Rep.,,H,CA,22,,,,,,,,
SB23,C00000729,30332986,,,PAC,VELVET HAMMER PAC,,,,,,P.O. BOX 14362,,SAINT PAUL,MN,55114,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00692111,VELVET HAMMER PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332941,,,CCM,WICKER FOR SENATE,,,,,,PO BOX 64,,JACKSON,MS,392050064,P2024,,2023-12-19,2500.00,0.00,Contribution to Federal Candidate,011,C00443218,WICKER FOR SENATE,S8MS00196,Wicker,Roger,,Sen.,,S,MS,,,,,,,,,
SB23,C00000729,30332975,,,PAC,WILD AND WONDERFUL PAC,,,,,,3538 SOUTH WAKEFIELD STREET,,ARLINGTON,VA,22206,O2023,,2023-12-29,1500.00,0.00,Contribution to Federal Leadership PAC,011,C00489336,WILD AND WONDERFUL PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332843,,,CCM,WILEY NICKEL FOR CONGRESS,,,,,,514 DANIELS ST,#286,RALEIGH,NC,27605,P2024,,2023-09-29,500.00,0.00,Contribution to Federal Candidate,011,C00763045,WILEY NICKEL FOR CONGRESS,H2NC14019,Nickel,George,,Rep.,,H,NC,13,,,,,,,,
SB23,C00000729,30332844,,,CCM,WILEY NICKEL FOR CONGRESS,,,,,,514 DANIELS ST,#286,RALEIGH,NC,27605,P2024,,2023-09-29,2000.00,0.00,Contribution to Federal Candidate,011,C00763045,WILEY NICKEL FOR CONGRESS,H2NC14019,Nickel,George,,Rep.,,H,NC,13,,,,,,,,
SB23,C00000729,30332851,,,PAC,WITH HONOR PAC,,,,,,PO BOX 1843,,ALEXANDRIA,VA,22313,O2023,,2023-09-29,5000.00,0.00,Contribution,011,C00661272,WITH HONOR PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332871,,,CCM,YOUNG KIM FOR CONGRESS,,,,,,PO BOX 2186,,FULLERTON,CA,92837,P2024,,2023-10-03,1000.00,0.00,Contribution to Federal Candidate,011,C00665638,YOUNG KIM FOR CONGRESS,H8CA39240,Kim,Young,,Rep.,,H,CA,40,,,,,,,,
SB23,C00000729,30332798,,,CCM,ZAY FOR CONGRESS,,,,,,PO BOX 5343,,HUNTINGTON,IN,46750,P2024,,2023-09-18,5000.00,0.00,Contribution to Federal Candidate,011,C00833293,ZAY FOR CONGRESS,,Zay,Andrew,,.,,H,IN,03,,,,,,,,
