form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00405555,SB23.10450,,,CCM,TERRI SEWELL FOR CONGRESS,,,,,,P.O. BOX 1964,,BIRMINGHAM,AL,35201,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00458976,TERRI SEWELL FOR CONGRESS,H0AL07086,SEWELL,TERRI A.,,,,H,AL,07,,,,,,,,
SB23,C00405555,SB23.10318,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,G2024,,2024-11-01,1000.00,,Campaign Contribution,011,C00588657,TEXANS FOR JODEY ARRINGTON,H6TX19099,ARRINGTON,JODEY COOK,,,,H,TX,19,,,,,,,,
SB23,C00405555,SB23.10372,,,CCM,THE REED COMMITTEE,,,,,,PO BOX 8628,,CRANSTON,RI,02920,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00238907,THE REED COMMITTEE,S6RI00163,REED,JOHN F.,,,,S,RI,00,,,,,,,,
SB23,C00405555,SB23.10381,,,CCM,THOM TILLIS COMMITTEE,,,,,,PO BOX 2489,,CORNELIUS,NC,28031,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00545772,THOM TILLIS COMMITTEE,S4NC00162,TILLIS,THOM R,,,,S,NC,00,,,,,,,,
SB23,C00405555,SB23.10359,,,CCM,TIM SCOTT FOR SENATE,,,,,,1405 ASHLEY RIVER ROAD,,CHARLESTON,SC,29407,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00540302,TIM SCOTT FOR SENATE,H0SC01279,SCOTT,TIMOTHY E,,,,H,SC,01,,,,,,,,
SB23,C00405555,SB23.10485,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,14439 NW MILITARY HWY,STE 108-488,SAN ANTONIO,TX,78231,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00706614,TONY GONZALES FOR CONGRESS,H0TX35015,GONZALES,ERNEST ANTHONY TONY,,,,H,TX,23,,,,,,,,
SB23,C00405555,SB23.10368,,,CCM,"TUBERVILLE FOR SENATE, INC.",,,,,,PO BOX 590012,,BIRMINGHAM,AL,35259,P2026,,2024-11-04,1000.00,,Campaign Conribution,011,C00701672,"TUBERVILLE FOR SENATE, INC.",S0AL00230,TUBERVILLE,THOMAS H,,,,S,AL,00,,,,,,,,
SB23,C00405555,SB23.10440,,,CCM,VARGAS FOR CONGRESS,,,,,,374 N. COAST HIGHWAY 101 SUITE 2,,ENCINITAS,CA,92024,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00497321,VARGAS FOR CONGRESS,H2CA50026,VARGAS,JUAN C.,,,,H,CA,52,,,,,,,,
SB23,C00405555,SB23.10443,,,CCM,VIRGINIA FOXX FOR CONGRESS,,,,,,P.O. Box 1100,,Clemmons,NC,27012,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00386748,VIRGINIA FOXX FOR CONGRESS,H4NC05146,FOXX,VIRGINIA,,,,H,NC,05,,,,,,,,
SB23,C00405555,SB23.10361,,,CAN,,WARNER,MARK ROBERT,,,,201 NORTH UNION STREET,SUITE 300,ALEXANDRIA,VA,22314,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,,,S6VA00093,WARNER,MARK ROBERT,,,,S,VA,00,,,,,,,,
SB23,C00405555,SB23.10371,,,CCM,WARNOCK FOR GEORGIA,,,,,,PO BOX 991,,DECATUR,GA,30031,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00736876,WARNOCK FOR GEORGIA,S0GA00559,WARNOCK,RAPHAEL,,,,S,GA,00,,,,,,,,
SB23,C00405555,SB23.10341,,,CCM,WHITEHOUSE FOR SENATE,,,,,,P.O. BOX 40280,,PROVIDENCE,RI,02940,G2024,,2024-11-01,1000.00,,Campaign Contribution,011,C00410803,WHITEHOUSE FOR SENATE,S6RI00221,WHITEHOUSE,SHELDON II,,,,S,RI,00,,,,,,,,
SB23,C00405555,SB23.10415,,,CCM,WILLIAM TIMMONS FOR CONGRESS,,,,,,PO BOX 3416,,GREENVILLE,SC,29602,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00668491,WILLIAM TIMMONS FOR CONGRESS,H8SC04250,TIMMONS,WILLIAM R. IV,,,,H,SC,04,,,,,,,,
SB23,C00405555,SB23.10348,,,CCM,WYDEN FOR SENATE,,,,,,232 NE 9TH AVENUE,,PORTLAND,OR,97232,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00308676,WYDEN FOR SENATE,S6OR00110,WYDEN,RONALD L,,,,S,OR,00,,,,,,,,
