form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002766,20339627,,,COM,Donnelly for Supreme Court,,,,,,545 East Town Street,,Columbus,OH,43215,,,2024-08-30,2500.00,0.00,Non-Federal Contribution,011,,,,Donnelly,Michael,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339628,,,COM,Stewart for Ohio Supreme Court,,,,,,2 Bratenahl Place,15A,Cleveland,OH,44108,,,2024-08-30,2500.00,0.00,Non-Federal Contribution,011,,,,Stewart,Melody,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339629,,,COM,Forbes for Justice,,,,,,545 East Town Street,,Columbus,OH,43215,,,2024-08-30,2500.00,0.00,Non-Federal Contribution,011,,,,Forbes,Lisa,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339630,,,COM,"Citizens to Elect Blackshear, Jr.",,,,,,545 E. Town Street,,Columbus,OH,43215,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Blackshear,Willis,,,Jr.,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339631,,,COM,Friends of Justin Pizzulli,,,,,,150 Napoleon Lane,,Franklin Furnance,OH,45629,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Pizzulli,Justin,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339632,,,COM,Haraz Ghanbari for Ohio,,,,,,PO Box 74,,Perrysburg,OH,43552,,,2024-08-30,2000.00,0.00,Non-Federal Contribution,011,,,,Ghanbari,Haraz,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339633,,,COM,Friends of Dani Isaacsohn,,,,,,545 E Town Street,,Columbus,OH,43215,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Isaacsohn,Dani,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339634,,,COM,Citizens for Cecil Thomas,,,,,,35 E. 7th Street,Suite 610,Cincinnati,OH,45202,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Thomas,Cecil,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339635,,,COM,Friends of Rachel Baker,,,,,,7807 Asbay Hills Drive,,Cincinnati,OH,45255,,,2024-08-30,2000.00,0.00,Non-Federal Contribution,011,,,,Baker,Rachel,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339636,,,COM,Friends of Karen Brownlee,,,,,,8417 Preakness Lane,,Cincinnati,OH,45249,,,2024-08-30,2000.00,0.00,Non-Federal Contribution,011,,,,Brownlee,Karen,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339637,,,COM,Friends of Erika White,,,,,,997 Plumcreek Road,,Toldeo,OH,43615,,,2024-08-30,2000.00,0.00,Non-Federal Contribution,011,,,,White,Erika,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339638,,,COM,Citizens for Rogers,,,,,,333 E. Hudson Street,,Toledo,OH,43608,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Rogers,Elgin,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339639,,,COM,Friends of Mac Driscoll,,,,,,634 Virginia Street,,Toledo,OH,43620,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Driscoll,Mac,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339640,,,COM,Friends of Tom Cooke,,,,,,5815 Brown Road,,Oxford,OH,45056,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Cooke,Thomas,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339762,,,COM,Pereles for Missouri,,,,,,PO Box 6641,,Chesterfield,MO,63006,,,2024-08-30,2400.00,0.00,Non-Federal Contribution,011,,,,Pereles,Joseph,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339942,,,COM,Ken Walz for Judge,,,,,,2440 Orchard Road,,Toledo,OH,43606,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Walz,Ken,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339943,,,COM,Friends of Desiree Tims,,,,,,545 E Town Street,,Columbus,OH,43215,,,2024-08-30,1000.00,0.00,Non-Federal Contribution,011,,,,Tims,Desiree,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339945,,,COM,Friends and Neighbors of Lindsay Webb,,,,,,5661 Talmadge Road,,Toledo,OH,43623,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Webb,Lindsay,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339946,,,COM,Ohio House Democratic Caucus,,,,,,545 E. Town Street,,Columbus,OH,43215,,,2024-08-30,2500.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
