form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00754051,B862892,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-12-18,0.99,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B863155,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2023,Not Applicable,2023-12-26,3.77,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B864134,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-07-18,4265.05,,Car Rental,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B851311,,,ORG,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-07-20,3168.07,,Administrative Staff Expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B854252,,,ORG,U.S. Marketing,,,,,,40-14 24th Street,,Long Island,NY,11101,O2023,Not Applicable,2023-09-12,321.35,,Office Supplies,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B853091,,,ORG,McKesson Medical Surgical Inc,,,,,,PO Box 634404,,Cincinnati,OH,45263,O2023,Not Applicable,2023-08-24,315.56,,PPE Supplies,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B854008,,,ORG,Financial Innovations Inc,,,,,,One Weingeroff Boulevard,,Cranston,RI,02910,O2023,Not Applicable,2023-09-07,10352.47,,Staff Weather Gear,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B850744,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-07-11,4204.67,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B852299,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-08-07,1833.59,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B852935,,,ORG,Glenside Hotel,,,,,,5416 Glenside Drive,,Richmond,VA,23228,O2023,Not Applicable,2023-08-21,85100.54,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B853843,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-09-05,2283.36,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B854506,,,ORG,Metropolitan Travel Service,,,,,,4520 Old Columbia Pike,,Annandale,VA,22003,O2023,Not Applicable,2023-09-14,682.50,,Staff Travel,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B854507,,,ORG,Metropolitan Travel Service,,,,,,4520 Old Columbia Pike,,Annandale,VA,22003,O2023,Not Applicable,2023-09-14,140.00,,Staff Travel,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B857506,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-10-17,839.18,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B859279,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-11-09,1246.06,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B861676,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-12-07,1207.82,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
